"PropertyID","SALE TYPE","PROPERTY TYPE","CITY","STATE OR PROVINCE","ZIP OR POSTAL CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","$/SQUARE FEET","SOURCE","INTERESTED","LATITUDE","LONGITUDE"
3555,"MLS Listing","Single Family Residential","San Francisco","CA",94110,2295000,4,3.5,"Bernal Heights",2815,1963,1903,815,"San Francisco MLS","Y",37.7464311,-122.4055055
3556,"MLS Listing","Condo/Co-op","San Francisco","CA",94110,505000,1,1,"Bernal Heights",530,1228819.79,1964,953,"San Francisco MLS","Y",37.7340287,-122.4127804
3557,"MLS Listing","Single Family Residential","Tiburon","CA",94920,5865000,4,4.5,"Tiburon",6110,55321,2020,960,"BAREIS","Y",37.913297,-122.480064
3558,"MLS Listing","Single Family Residential","SAN JOSE","CA",95116,667500,2,1,"SAN JOSE",668,3191,1930,999,"MLSListings","Y",37.3413894,-121.8653116
3559,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,899000,1,1,"Russian Hill",930,1228819.79,1930,967,"San Francisco MLS","Y",37.7982344,-122.417394
3560,"MLS Listing","Single Family Residential","SAN MATEO","CA",94401,1399000,3,2,"SAN MATEO",1820,4560,1912,769,"MLSListings","Y",37.5714053,-122.3347764
3561,"MLS Listing","Single Family Residential","ATHERTON","CA",94027,5790000,3,3,"ATHERTON",2670,44200,1956,2169,"MLSListings","Y",37.4598047,-122.2180639
3562,"MLS Listing","Single Family Residential","Orinda","CA",94563,3959000,4,4,"Del Rey",4232,84071,2021,935,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8432464,-122.1530849
3563,"MLS Listing","Single Family Residential","Danville","CA",94526,2249000,4,3,"Westside Danvill",3628,88427,1969,620,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8222718,-122.0216556
3564,"MLS Listing","Single Family Residential","Danville","CA",94526,3499000,6,5.5,"Westside",5085,56628,1999,688,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8255251,-122.0207674
3565,"MLS Listing","Condo/Co-op","Hayward","CA",94544,325888,1,1,"Hayward",686,1228819.79,1973,475,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6280066,-122.0501998
3566,"MLS Listing","Townhouse","Oakland","CA",94618,1095000,3,2.5,"Hiller Highlands",1873,1770,1995,585,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8529838,-122.2258015
3567,"MLS Listing","Single Family Residential","Oakland","CA",94606,725000,4,1.5,"Oakland",1654,3900,1910,438,"CRMLS","Y",37.7960344,-122.2463452
3568,"MLS Listing","Multi-Family (5+ Unit)","San Francisco","CA",94133,3200000,5,2.5,"Nob Hill",7350,2835,1916,435,"San Francisco MLS","Y",37.7966478,-122.4098644
3569,"MLS Listing","Condo/Co-op","SAN MATEO","CA",94401,2680000,3,3.5,"SAN MATEO",2893,1228819.79,1980,926,"MLSListings","Y",37.563388,-122.3211304
3570,"MLS Listing","Single Family Residential","DANVILLE","CA",94506,3690000,5,5,"DANVILLE",6641,68389,1992,556,"MLSListings","Y",37.8061239,-121.8796976
3571,"MLS Listing","Condo/Co-op","Oakland","CA",94606,949000,3,2,"Lake Merritt",2049,8500,1959,463,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7994411,-122.2574956
3572,"MLS Listing","Condo/Co-op","San Francisco","CA",94111,599000,1,1,"North Waterfront",620,1228819.79,1993,966,"San Francisco MLS","Y",37.8042439,-122.4055041
3573,"MLS Listing","Mobile/Manufactured Home","SAN JOSE","CA",95112,339880,3,2,"SAN JOSE",1456,1228819.79,1998,233,"MLSListings","Y",37.3745175,-121.8918448
3574,"MLS Listing","Single Family Residential","Antioch","CA",94509,600000,4,2,"Tregallas",1346,9409,1949,446,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9966614,-121.8024094
3575,"MLS Listing","Condo/Co-op","BELMONT","CA",94002,685000,1,1,"BELMONT",725,181048,1965,945,"MLSListings","Y",37.5257088,-122.2866688
3576,"MLS Listing","Condo/Co-op","SAN FRANCISCO","CA",94122,1188800,3,3,"SAN FRANCISCO",1315,3049,1999,904,"MLSListings","Y",37.763698,-122.506904
3577,"MLS Listing","Single Family Residential","LOS ALTOS HILLS","CA",94024,5998000,5,4.5,"LOS ALTOS HILLS",5930,79714,1979,1011,"MLSListings","Y",37.3633517,-122.1133525
3578,"MLS Listing","Condo/Co-op","San Rafael","CA",94903,480000,2,2,"San Rafael",1150,1307,1985,417,"BAREIS","Y",38.004278,-122.5491515
3579,"MLS Listing","Single Family Residential","Richmond","CA",94804,560000,2,2,"Ne Richmond",1137,4142,1950,493,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9450358,-122.340577
3580,"MLS Listing","Mobile/Manufactured Home","San Pablo","CA",94806,189950,3,2,"San Pablo",1259,1228819.79,2020,151,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9596835,-122.3375217
3581,"MLS Listing","Single Family Residential","Hayward","CA",94541-5421,875950,4,2,"Fairview",1928,9375,1951,454,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6740236,-122.0605513
3582,"MLS Listing","Single Family Residential","Belvedere","CA",94920,6300000,3,2.5,"Belvedere",2279,11600,1965,2764,"BAREIS","Y",37.8738426,-122.472796
3583,"MLS Listing","Multi-Family (2-4 Unit)","Oakland","CA",94606,1685000,8,4,"Lake Merritt",4504,4500,1914,374,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7963082,-122.2509617
3584,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,769000,1,1,"South Beach",721,1228819.79,2020,1067,"San Francisco MLS","Y",37.7794218,-122.3967124
3585,"MLS Listing","Condo/Co-op","MOUNTAIN VIEW","CA",94043,1149000,3,2,"MOUNTAIN VIEW",1414,1228819.79,1980,813,"MLSListings","Y",37.398845,-122.078416
3586,"MLS Listing","Vacant Land","Lafayette","CA",94549,1195000,3,2.5,"Lafayette",2091.53,86684,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.901545,-122.109587
3587,"MLS Listing","Single Family Residential","Berkeley","CA",94708,2349000,4,4.5,"North Berkeley",3803,14400,1938,618,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8992458,-122.2668509
3588,"MLS Listing","Townhouse","FREMONT","CA",94555,978000,2,3,"FREMONT",1441,925,2020,679,"MLSListings","Y",37.57221,-122.032322
3589,"MLS Listing","Multi-Family (2-4 Unit)","Oakland","CA",94605,999000,3,2.5,"Oakland",4130,8288,1965,242,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7675032,-122.1678419
3590,"MLS Listing","Condo/Co-op","San Francisco","CA",94133,3495000,3,3,"Russian Hill",1709,1228819.79,1964,2045,"San Francisco MLS","Y",37.7984466,-122.4152176
3591,"MLS Listing","Multi-Family (2-4 Unit)","SAN FRANCISCO","CA",94121,2800000,3,2.5,"SAN FRANCISCO",4210,2996,1912,665,"MLSListings","Y",37.7850056,-122.4804617
3592,"MLS Listing","Multi-Family (2-4 Unit)","CAMPBELL","CA",95008,2050000,3,2.5,"CAMPBELL",3796,7737,1965,540,"MLSListings","Y",37.2776893,-121.9531547
3593,"MLS Listing","Multi-Family (5+ Unit)","SAN JOSE","CA",95126,2250000,4,5,"SAN JOSE",3696,7498,1957,609,"MLSListings","Y",37.3350784,-121.9346672
3594,"MLS Listing","Multi-Family (2-4 Unit)","EL CERRITO","CA",94530,1869000,3,2.5,"EL CERRITO",3750,5000,1961,498,"MLSListings","Y",37.9018294,-122.3023805
3595,"MLS Listing","Single Family Residential","SAN FRANCISCO","CA",94123,1140000,1,1,"SAN FRANCISCO",898,618,1940,1269,"MLSListings","Y",37.7993131,-122.4452261
3596,"MLS Listing","Condo/Co-op","DALY CITY","CA",94015,625000,2,2,"DALY CITY",1065,1228819.79,1974,587,"MLSListings","Y",37.6653066,-122.4636919
3597,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94117,2800000,6,4,"Buena Vista Park",2960,2250,1906,946,"San Francisco MLS","Y",37.7679459,-122.4376154
3598,"MLS Listing","Condo/Co-op","San Francisco","CA",94124,529000,1,1,"Bayview",611,1228819.79,2016,866,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7275689,-122.3672585
3599,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95110,899000,2,1,"SAN JOSE",1097,1228819.79,2008,820,"MLSListings","Y",37.3350834,-121.8954751
3600,"MLS Listing","Multi-Family (2-4 Unit)","Oakland","CA",94601,779000,7,3,"Oakland",2836,4550,1922,275,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.782092,-122.2319965
3601,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,815000,1,1,"South Beach",762,1228819.79,2003,1070,"San Francisco MLS","Y",37.7839667,-122.3911119
3602,"MLS Listing","Single Family Residential","LA HONDA","CA",94020,685000,2,1,"LA HONDA",780,4920,1941,878,"MLSListings","Y",37.3211328,-122.2667985
3603,"MLS Listing","Condo/Co-op","LOS ALTOS","CA",94022,1595000,2,2,"LOS ALTOS",1502,1228819.79,1979,1062,"MLSListings","Y",37.3810752,-122.1157102
3604,"MLS Listing","Single Family Residential","Oakland","CA",94605,758888,3,1,"Maxwell  Park",1258,9148,1987,603,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7747606,-122.1918767
3605,"MLS Listing","Vacant Land","Richmond","CA",94801,599000,3,2.5,"Richmond",2091.53,5500,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.90792375,-122.380054
3606,"MLS Listing","Single Family Residential","EL SOBRANTE","CA",94803,685000,4,2,"EL SOBRANTE",1508,10800,1984,454,"MLSListings","Y",37.9612033,-122.2702183
3607,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,599000,1,1,"Nob Hill",2091.53,1228819.79,1911,772.32,"San Francisco MLS","Y",37.7919759,-122.4161542
3608,"MLS Listing","Single Family Residential","Kentfield","CA",94904,4995000,6,6.5,"Kentfield",5530,188179,1988,903,"BAREIS","Y",37.9447007,-122.5596784
3609,"MLS Listing","Condo/Co-op","Berkeley","CA",94702,649000,1,1,"Berkeley",746,17000,2020,870,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8560138,-122.2875632
3610,"MLS Listing","Condo/Co-op","Walnut Creek","CA",94596,315000,1,1,"The Keys",462,1228819.79,1972,682,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9150974,-122.0580085
3611,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,1599000,2,2,"Pacific Heights",2091.53,1228819.79,1966,772.32,"San Francisco MLS","Y",37.7935189,-122.4243158
3612,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,1595000,2,2,"South Beach",1191,1228819.79,2016,1339,"San Francisco MLS","Y",37.7887059,-122.3922385
3613,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,349900,3,2,"SUNNYVALE",1495,1228819.79,1992,234,"MLSListings","Y",37.4013384,-121.9913911
3614,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,225000,3,2,"SUNNYVALE",1593,1228819.79,2004,141,"MLSListings","Y",37.4021054,-121.9996218
3615,"MLS Listing","Vacant Land","San Francisco","CA",94108-1526,1995500,3,2.5,"San Francisco",2091.53,2221,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7942099,-122.4106455
3616,"MLS Listing","Condo/Co-op","San Francisco","CA",94115,1348000,2,2,"Lower Pacific Height",1149,1228819.79,2017,1173,"San Francisco MLS","Y",37.7858213,-122.4407699
3617,"MLS Listing","Single Family Residential","WOODSIDE","CA",94062,1375000,3,3.5,"WOODSIDE",4000,48352,2020,344,"MLSListings","Y",37.383375,-122.260822
3618,"MLS Listing","Condo/Co-op","San Francisco","CA",94103,775000,1,1,"Van Ness/Civic Center",795,1228819.79,2002,975,"San Francisco MLS","Y",37.7715637,-122.4188013
3619,"MLS Listing","Vacant Land","Sunol","CA",94586,150000,3,2.5,"Sunol",2091.53,22216,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.606482,-121.896225
3620,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,1649000,2,2,"South Beach",1379,1228819.79,2016,1196,"San Francisco MLS","Y",37.7886733,-122.3914178
3621,"MLS Listing","Condo/Co-op","SAN MATEO","CA",94401,510000,1,1,"SAN MATEO",473,1228819.79,1965,1078,"MLSListings","Y",37.581679,-122.3303007
3622,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,1099000,1,1,"South Beach",795,1228819.79,2004,1382,"San Francisco MLS","Y",37.7868803,-122.3934978
3623,"MLS Listing","Multi-Family (2-4 Unit)","OAKLAND","CA",94619,499000,3,2.5,"OAKLAND",1344,3800,1943,371,"MLSListings","Y",37.7863418,-122.2050004
3624,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94124,1299000,7,3,"San Francisco",3369,3000,1910,386,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.721027,-122.3910416
3625,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95128,668000,2,2,"SAN JOSE",1020,1228819.79,1975,655,"MLSListings","Y",37.306984,-121.933387
3626,"MLS Listing","Condo/Co-op","FOSTER CITY","CA",94404,659000,1,1,"FOSTER CITY",990,1228819.79,1973,666,"MLSListings","Y",37.5515664,-122.2537081
3627,"MLS Listing","Single Family Residential","SAN FRANCISCO","CA",94134,1799500,6,5,"SAN FRANCISCO",5084,4857,2003,354,"MLSListings","Y",37.714763,-122.3996713
3628,"MLS Listing","Single Family Residential","San Francisco","CA",94118,8495000,4,3.5,"Presidio Heights",4609,2548,1906,1843,"San Francisco MLS","Y",37.7896039,-122.4588651
3629,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94110,1997000,4,2,"Inner Mission",2803,3125,1900,712,"San Francisco MLS","Y",37.7545679,-122.4194612
3630,"MLS Listing","Multi-Family (5+ Unit)","SAN FRANCISCO","CA",94110,4198000,9,9,"SAN FRANCISCO",6630,3584,1908,633,"MLSListings","Y",37.7545176,-122.4234656
3631,"MLS Listing","Mobile/Manufactured Home","Fremont","CA",94538,90000,2,2,"Fremont",1128,1228819.79,2020,80,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.5775098,-121.965755
3632,"MLS Listing","Condo/Co-op","Oakland","CA",94607-4575,550000,1,1,"Jack London",602,19985,2006,914,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7941175,-122.2706923
3633,"MLS Listing","Condo/Co-op","Livermore","CA",94550,395000,2,2,"Livermore",955,1228819.79,1974,414,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6750687,-121.7813377
3634,"MLS Listing","Single Family Residential","SAN CARLOS","CA",94070,6390000,5,5.5,"SAN CARLOS",6510,31747,2010,982,"MLSListings","Y",37.49408,-122.2856361
3635,"MLS Listing","Vacant Land","San Anselmo","CA",94960,395000,3,2.5,"San Anselmo",2091.53,13499,2020,772.32,"BAREIS","Y",37.972435,-122.556996
3636,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95113,575000,0,1,"SAN JOSE",673,1228819.79,2008,854,"MLSListings","Y",37.3348501,-121.8870618
3637,"MLS Listing","Vacant Land","HALF MOON BAY","CA",94019,155000,3,2.5,"HALF MOON BAY",2091.53,7500,2020,772.32,"MLSListings","Y",37.444373,-122.429816
3638,"MLS Listing","Vacant Land","Novato","CA",94947,649000,3,2.5,"Novato",2091.53,344560,2020,772.32,"BAREIS","Y",38.0942,-122.582953
3639,"MLS Listing","Single Family Residential","Antioch","CA",94509,420000,3,1,"Antioch",1434,6300,1969,293,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",38.0080051,-121.7856324
3640,"MLS Listing","Multi-Family (5+ Unit)","SOUTH SAN FRANCISCO","CA",94080,2189000,3,2.5,"SOUTH SAN FRANCISCO",3694,5000,1926,593,"MLSListings","Y",37.6572065,-122.4117074
3641,"MLS Listing","Condo/Co-op","Oakland","CA",94607,465000,1,1,"West Oakland",925,1228819.79,2009,503,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8128675,-122.3004322
3642,"MLS Listing","Condo/Co-op","SAN MATEO","CA",94401,525000,0,1,"SAN MATEO",492,1228819.79,1965,1067,"MLSListings","Y",37.5806878,-122.3312448
3643,"MLS Listing","Vacant Land","San Francisco","CA",94115,2750000,3,2.5,"Pacific Heights",2091.53,3497,2020,772.32,"San Francisco MLS","Y",37.789681,-122.4321429
3644,"MLS Listing","Single Family Residential","San Francisco","CA",94124,1139000,5,2,"Bayview",2077,2500,1907,548,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7345064,-122.3880321
3645,"MLS Listing","Condo/Co-op","San Francisco","CA",94124,798000,2,2,"Hunters Point",1115,1228819.79,2018,716,"San Francisco MLS","Y",37.7276224,-122.3674287
3646,"MLS Listing","Condo/Co-op","Novato","CA",94947,517900,3,2,"Novato",1116,4300,1974,464,"BAREIS","Y",38.0809894,-122.5488215
3647,"MLS Listing","Single Family Residential","Richmond","CA",94804,665000,5,2,"Ne Richmond",1906,5000,1948,349,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9461433,-122.3390272
3648,"MLS Listing","Single Family Residential","Oakland","CA",94621-3222,449900,2,1,"Eastmont",704,3484,1920,639,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7592844,-122.1894047
3649,"MLS Listing","Single Family Residential","WOODSIDE","CA",94062,7999888,4,3.5,"WOODSIDE",7274,335456,1958,1100,"MLSListings","Y",37.3970176,-122.2543826
3650,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,249000,2,2,"SUNNYVALE",1344,1228819.79,1991,185,"MLSListings","Y",37.405034,-121.9996432
3651,"MLS Listing","Mobile/Manufactured Home","MOUNTAIN VIEW","CA",94043,149900,2,2,"MOUNTAIN VIEW",1080,1228819.79,1975,139,"MLSListings","Y",37.416598,-122.0694629
3652,"MLS Listing","Townhouse","SAN JOSE","CA",95135,919888,3,2.5,"SAN JOSE",1346,2615,1999,683,"MLSListings","Y",37.310795,-121.757027
3653,"MLS Listing","Condo/Co-op","RICHMOND","CA",94804,734408,3,2.5,"RICHMOND",1851,1228819.79,2020,397,"MLSListings","Y",37.9198597,-122.3532663
3654,"MLS Listing","Single Family Residential","PALO ALTO","CA",94301,5890000,6,6.5,"PALO ALTO",4452,5310,2020,1323,"MLSListings","Y",37.4439992,-122.1549685
3655,"MLS Listing","Single Family Residential","San Francisco","CA",94112,2749000,5,5,"Ingleside Terrace",3891,5749,1922,707,"San Francisco MLS","Y",37.7226629,-122.462536
3656,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,3995000,2,2.5,"South Beach",1603,1228819.79,2020,2492,"San Francisco MLS","Y",37.7915968,-122.3915948
3657,"MLS Listing","Condo/Co-op","SAN FRANCISCO","CA",94132,1088888,3,2,"SAN FRANCISCO",1474,1228819.79,1975,739,"MLSListings","Y",37.7085685,-122.4832098
3658,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95129,777000,3,2.5,"SAN JOSE",1374,1228819.79,1970,566,"MLSListings","Y",37.3188605,-121.9806359
3659,"MLS Listing","Mobile/Manufactured Home","SAN JOSE","CA",95136,329888,3,2,"SAN JOSE",1545,1228819.79,2001,214,"MLSListings","Y",37.2800522,-121.8625611
3660,"MLS Listing","Single Family Residential","SUNOL","CA",94586,749888,3,2,"SUNOL",1428,15307,1940,525,"MLSListings","Y",37.6296599,-121.9149431
3661,"MLS Listing","Condo/Co-op","San Francisco","CA",94123,995000,2,1,"Marina",2091.53,1228819.79,1947,772.32,"San Francisco MLS","Y",37.8012322,-122.4270061
3662,"MLS Listing","Multi-Family (2-4 Unit)","Alameda","CA",94501,995000,4,3,"Woodstock",2123,4208,1890,469,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.776722,-122.2890693
3663,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,1575000,2,2,"Van Ness/Civic Center",1164,1228819.79,2020,1353,"San Francisco MLS","Y",37.789553,-122.4232788
3664,"MLS Listing","Multi-Family (5+ Unit)","BURLINGAME","CA",94010,5995000,3,2.5,"BURLINGAME",7663,5320,1928,782,"MLSListings","Y",37.5790721,-122.3503619
3665,"MLS Listing","Condo/Co-op","San Francisco","CA",94133,1225000,1,1,"North Beach",839,1228819.79,2020,1460,"San Francisco MLS","Y",37.8006922,-122.4112871
3666,"MLS Listing","Condo/Co-op","SAN BRUNO","CA",94066,415000,0,1,"SAN BRUNO",450,1228819.79,1971,922,"MLSListings","Y",37.6318595,-122.4272124
3667,"MLS Listing","Multi-Family (2-4 Unit)","San Leandro","CA",94577,1800000,7,4,"San Leandro",3146,6600,1935,572,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7336984,-122.1501059
3668,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,1595000,3,2,"Potrero Hill",1762,1228819.79,2006,905,"San Francisco MLS","Y",37.7581766,-122.3957327
3669,"MLS Listing","Vacant Land","Brentwood","CA",94513,819000,3,2.5,"Brentwood",2091.53,917765,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9563726,-121.6568683
3670,"MLS Listing","Townhouse","Oakland","CA",94610,975000,2,2,"Grand Lake",1151,933,2019,847,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8153728,-122.2504126
3671,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95126,745000,2,2,"SAN JOSE",1229,1228819.79,2008,606,"MLSListings","Y",37.3219429,-121.9043634
3672,"MLS Listing","Single Family Residential","PALO ALTO","CA",94301,4988800,4,3.5,"PALO ALTO",4516,9984,1900,1105,"MLSListings","Y",37.453065,-122.149985
3673,"MLS Listing","Single Family Residential","Tiburon","CA",94920,1850000,3,2,"Tiburon",1947,10138,1972,950,"BAREIS","Y",37.9107884,-122.4742996
3674,"MLS Listing","Vacant Land","San Anselmo","CA",94960,689000,3,2.5,"San Anselmo",2091.53,9000,2020,772.32,"BAREIS","Y",37.9761358,-122.570336
3675,"MLS Listing","Vacant Land","San Anselmo","CA",94960,689000,3,2.5,"San Anselmo",2091.53,9787,2020,772.32,"BAREIS","Y",37.9763733,-122.5702846
3676,"MLS Listing","Multi-Family (5+ Unit)","PALO ALTO","CA",94301,4398000,6,8,"PALO ALTO",3915,5674,1906,1123,"MLSListings","Y",37.446638,-122.165409
3677,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,1395000,1,1,"South Beach",917,1228819.79,2020,1521,"San Francisco MLS","Y",37.7915968,-122.3915948
3678,"MLS Listing","Mobile/Manufactured Home","San Leandro","CA",94577,129950,1,1,"San Leandro",394,1228819.79,2020,330,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7278311,-122.1393775
3679,"MLS Listing","Vacant Land","Alamo","CA",94507,699000,3,2.5,"Alamo",2091.53,43560,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.859726,-121.999445
3680,"MLS Listing","Multi-Family (5+ Unit)","San Francisco","CA",94121,3960000,8,2.5,"Central Richmond",10825,4120,1922,366,"San Francisco MLS","Y",37.7799377,-122.4828395
3681,"MLS Listing","Single Family Residential","Bolinas","CA",94924,9800000,3,4,"SAN JOSE",2880,335412,2010,3403,"BAREIS","Y",37.926589,-122.696415
3682,"MLS Listing","Multi-Family (2-4 Unit)","Richmond","CA",94801,475000,3,1,"Richmond",3026,2750,1912,157,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9359759,-122.347892
3683,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95129,499000,1,1,"SAN JOSE",751,1228819.79,1982,664,"MLSListings","Y",37.3217257,-121.9860626
3684,"MLS Listing","Multi-Family (5+ Unit)","San Francisco","CA",94118,7995000,20,2.5,"Lone Mountain",13252,7156,1965,603,"San Francisco MLS","Y",37.775651,-122.457412
3685,"MLS Listing","Vacant Land","SUNNYVALE","CA",94087,6650000,3,2.5,"SUNNYVALE",2091.53,26772,2020,772.32,"MLSListings","Y",37.3379134,-122.0008127
3686,"MLS Listing","Single Family Residential","EL GRANADA","CA",94018,1975000,3,2.5,"EL GRANADA",2200,6000,2020,898,"MLSListings","Y",37.5017068,-122.4688381
3687,"MLS Listing","Vacant Land","Walnut Creek","CA",94597,849000,3,2.5,"Walnut Creek",2091.53,75794,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.900697,-122.083061
3688,"MLS Listing","Vacant Land","Walnut Creek","CA",94597,749000,3,2.5,"Walnut Creek",2091.53,20909,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.900771,-122.08222
3689,"MLS Listing","Single Family Residential","San Francisco","CA",94110,1375000,3,1,"Inner Mission",1200,2596,1918,1146,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7507549,-122.4082228
3690,"MLS Listing","Vacant Land","Hercules","CA",94547,375000,3,2.5,"Hercules",2091.53,49688,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.995956,-122.26857
3691,"MLS Listing","Condo/Co-op","San Francisco","CA",94108,3795000,2,2.5,"Nob Hill",2027,1228819.79,1963,1872,"San Francisco MLS","Y",37.7929056,-122.4121403
3692,"MLS Listing","Single Family Residential","Orinda","CA",94563,2195000,4,3.5,"Orinda Glorietta",2950,35100,1966,744,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.873792,-122.159687
3693,"MLS Listing","Condo/Co-op","Berkeley","CA",94702,699000,1,1,"Berkeley",771,17000,2020,907,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8560138,-122.2875632
3694,"MLS Listing","Single Family Residential","San Rafael","CA",94901,1199500,4,3,"San Rafael",1652,4290,1953,726,"BAREIS","Y",37.9676761,-122.5065763
3695,"MLS Listing","Condo/Co-op","San Francisco","CA",94123,998000,2,2.5,"Marina",2091.53,1228819.79,2020,772.32,"San Francisco MLS","Y",37.8005579,-122.4409565
3696,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,560000,0,1,"Yerba Buena",409,1228819.79,2004,1369,"San Francisco MLS","Y",37.7866055,-122.3990994
3697,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,1875000,2,2,"Russian Hill",1360,1228819.79,1908,1379,"San Francisco MLS","Y",37.7973279,-122.4206565
3698,"MLS Listing","Vacant Land","Oakland","CA",94608,1525000,3,2.5,"Oakland",2091.53,3999,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.84826,-122.28508
3699,"MLS Listing","Mobile/Manufactured Home","SAN JOSE","CA",95136,230000,3,2,"SAN JOSE",1500,1228819.79,2000,153,"MLSListings","Y",37.278857,-121.8449013
3700,"MLS Listing","Single Family Residential","Novato","CA",94949,1025000,4,3,"Novato",2544,8076,1979,403,"BAREIS","Y",38.0754181,-122.5661093
3701,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,749000,1,1,"South Beach",580,1228819.79,2004,1291,"San Francisco MLS","Y",37.781167,-122.3906969
3702,"MLS Listing","Condo/Co-op","SAN FRANCISCO","CA",94127,879000,2,2,"SAN FRANCISCO",862,1228819.79,1990,1020,"MLSListings","Y",37.7450451,-122.4517343
3703,"MLS Listing","Condo/Co-op","San Francisco","CA",94103,512043,2,1,"Inner Mission",724,1228819.79,2007,707,"San Francisco MLS","Y",37.7664886,-122.41949
3704,"MLS Listing","Single Family Residential","Oakland","CA",94608,849000,2,1,"Oakland",2091.53,3800,2020,772.32,"San Francisco MLS","Y",37.8335009,-122.2741284
